Ramal;Arrecadado;Grupo;Endereço;Numero
1280686;407,39;11;R.. Graciano Azambuja, 47, Partenon, 90680-430;47
1284002;559,14;11;Av.. Cel Aparicio Borges, 1640, Partenon, 90680-570;1640
1342959;509,67;12;R.. Dona Mosa, 215, Cascata, 91712-090;215
1367013;4.231,76;12;R.. Anchieta, 328, Gloria, 90870-010;328
1369059;674,83;12;R.. Anchieta, 147, Teresopolis, 90870-010;147
1404164;751,08;12;R.. Mutualidade, 258, Santa Tereza, 90850-340;258
1404512;4.418,55;12;R.. Caixa Economica, 361, Santa Tereza, 90840-610;361
1408151;612,77;12;Av.. Chui, 68, Cristal, 90820-080;68
1416839;722,44;12;R.. Cruzeiro do sul, 2475, Santa Tereza, 90840-000;2475
1418602;623,87;12;Av.. Jacui, 1511, Cristal, 90810-150;1511
1444840;3.512,40;12;R.. Jaguari, 582, Cristal, 90820-180;582
1448307;479,89;13;Av.. Icarai, 1400, Cristal, 90810-000;1400
1479350;416,97;13;R.. Alfredo Silveira Dias, 199, Nonoai, 90830-180;199
1482521;1.019,69;13;Av.. Clemenciano Barnasque, 460, Teresopolis, 91720-260;460
1504703;592,75;13;R.. Cel Massot, 760, Cristal, 91910-530;760
1510444;3.989,84;13;Av.. da Cavalhada, 2401, Cavalhada, 91740-001;2401
1513044;309,90;13;R.. Camaqua, 288, Camaqua, 91910-630;288
1519182;5.676,59;13;R.. Silvio Silveira Soares, 2321, Camaqua, 91910-460;2321
1525867;4.479,68;13;Av.. Wenceslau Escobar, 1451, Vila Assuncao, 91900-605;1451
1527835;1.427,73;13;Av.. Guaiba, 2176, Vila Assuncao, 91900-420;2176
1537105;3.128,99;13;Av.. Copacabana, 182, Vila Assuncao, 91900-050;182
1538535;595,90;13;Av.. Wenceslau Escobar, 858, Tristeza, 91910-712;858
1544330;383,21;13;R.. Jose Gomes, 274, Tristeza, 91910-280;274
1553186;939,45;13;Trav.. Escobar, 351, Camaqua, 91910-400;351
1555723;1.342,61;13;R.. Dr Pereira Neto, 1443, Camaqua, 91920-530;1443
1556916;497,73;13;R.. Dr Mario Totta, 2764, Camaqua, 91920-130;2764
1565320;15.126,15;14;R.. Padre Joao Batista Reus, 3267, Cavalhada, 91920-001;3267
1567080;16.031,99;13;Av.. da Cavalhada, 2490, Cavalhada, 91740-000;2490
1571079;1.135,63;13;Av.. Otto Niemeyer, 3285, Cavalhada, 91740-188;3285
1571427;565,40;13;Av.. Otto Niemeyer, 3503, Cavalhada, 91740-188;3503
1571486;1.122,42;13;Av.. Otto Niemeyer, 3565, Cavalhada, 91740-188;3565
1573071;495,45;13;Av.. da Cavalhada, 3074, Cavalhada, 91740-000;3074
1580434;834,74;13;R.. Gregorio Perez, 324, Cavalhada, 91740-350;324
1586653;278,12;13;Av.. Otto Niemeyer, 765, Tristeza, 91910-001;765
1588486;458,22;14;R.. Dr Pereira Neto, 754, Tristeza, 91920-530;754
1589016;7.850,20;14;R.. Dr Armando Barbedo, 981, Tristeza, 91920-520;981
1613731;430,76;14;Av.. da Cavalhada, 4260, Vila Nova, 91740-000;4260
1614789;3.387,50;14;R.. Jerolomo Minuzo, 525, Vila Nova, 91750-830;525
1623052;477,87;14;Av.. Cel Marcos, 2055, Pedra Redonda, 91760-000;2055
1623087;971,77;14;R.. Manoel Leao, 162, Pedra Redonda, 91760-560;162
1662481;6.949,15;14;Av.. Eduardo Prado, 1571, Ipanema, 91751-000;1571
1663143;831,76;14;Av.. Eduardo Prado, 1665, Ipanema, 91751-000;1665
1664492;4.996,07;14;Av.. Eduardo Prado, 2003, Ipanema, 91751-000;2003
1664557;117,93;14;Av.. Eduardo Prado, 2073, Ipanema, 91751-000;2073
1665642;440,60;14;Av.. Eduardo Prado, 650, Vila Nova, 91751-000;650
1683578;4.196,86;15;Estr.. Cristiano Kraemer, 121, Vila Nova, 91750-060;121
1710532;2.241,30;15;Av.. Vereador Roberto Landell de Moura, 465, Campo Novo,;465
1714120;4.024,91;14;R.. Joao Ribeiro de Barros, 80, Espirito Santo, 91770-460;80
1725556;506,97;14;R.. Victor Issler, 293, Espirito Santo, 91770-070;293
1754793;2.096,62;16;R.. Ernesto Porfirio dos Reis, 359, Aberta dos Morr, 91755-040;359
1755560;469,37;16;R.. Francisco Mattos Terres, 240, Aberta dos Morr, 91755-070;240
1757393;523,28;16;R.. Francisco da Silveira Pastoriza, 40, Aberta dos Morr, 91755-060;40
1779150;384,57;15;R.. Silvio r Sirangelo, 925, Restinga, 91790-030;925
1782525;316,38;15;Ac.. H sq Tres Segunda uv vl n Restinga, 2165, Restinga, 91795-;2165
1786210;356,17;15;R.. Rubem Pereira Torelly, 2452, Restinga, 91790-480;2452
1792547;2.344,08;15;R.. Eng Homero Carlos Simon, 4492, Restinga, 91790-330;4492
1795813;197,40;15;Ac.. Tres qf Quarta uv vl n Restinga, 4722, Restinga, 91795-160;4722
1837524;2.434,62;16;Av.. Principal da Ponta Grossa, 468, Ponta Grossa, 91780-608;468
1849743;873,34;16;R.. Jorge Mello Guimaraes, 827, Belem Novo, 91780-020;827
1850130;707,93;16;R.. Dr Cecilio Monza, 10921, Belem Novo, 91780-060;10921
1986171;324,25;5;Av.. Martim Felix Berta, 468, Rubem Berta, 91250-200;468
1993038;1.076,28;3;R.. Toroqua, 87, Passo da Areia, 91030-090;87
1994743;317,80;3;R.. Dr Ernesto Miranda, 5, Jar sao Pedro, 91040-480;5
1994816;1.211,04;1;Av.. Assis Brasil, 416, Santa m Goretti, 91010-000;416
2008963;1.609,74;5;Av.. Bernardino Silveira de Amorim, 1379, Sta Rosa Lima, 91160-;1379
2031418;859,96;10;R.. Continental-Lomba do Pinheiro, 392, Lomba Pinheiro, 91570-;392
2033666;2.840,24;6;R.. Riachuelo, 1570, Centro Historic, 90010-273;1570
2050218;3.182,89;10;Estr.. Joao de Oliveira Remiao, 6650, Lomba Pinheiro, 91560-000;6650
2058766;330,38;2;Av.. Martins Bastos, 169, Sarandi, 91120-420;169
2075199;1.296,99;8;Av.. Protasio Alves, 2618, Petropolis, 90410-006;2618
2109492;1.371,52;5;R.. Dom Helder Camara, 98, Sta Rosa Lima, 91160-630;98
2111128;129,70;5;R.. D Vila Fraternidade, 44, Sta Rosa Lima, 91160-620;44
2136350;1.905,82;4;Av.. Gomes de Carvalho, 292, Passo das Pedra, 91230-060;292
2193450;1.438,56;13;R.. Cel Joao Pinto, 126, Nonoai, 90840-750;126
2196344;193,53;5;R.. Joao da Silva Bueno, 338, Morro Santana, 91260-020;338
2228815;1.771,47;4;Av.. Sertorio, 9720, Costa e Silva, 91130-720;9720
2243911;131,68;15;Av.. Econ Nilo Wulff, 916, Restinga, 91790-000;916
2275333;1.264,80;5;Av.. Protasio Alves, 7877, Morro Santana, 91310-003;7877
2296730;5.693,78;16;R.. Dr Hermes Pacheco, 40, Aberta dos Morr, 91755-010;40
2302268;5.271,09;5;Av.. Edu Las-Casas, 110, Parque sta fe, 91180-550;110
2305135;1.678,75;2;R.. Julio Kovalski, 145, Jar sao Pedro, 91040-380;145
2311003;711,59;4;Av.. Martim Felix Berta, 705, Jar Leopoldina, 91250-235;705
2341093;295,24;4;R.. Guerra Junqueiro, 55, Jardim Sabara, 91215-310;55
2352966;106,15;9;R.. Jose do Patrocinio, 811, Cidade Baixa, 90050-003;811
2363046;232,63;13;Av.. da Cavalhada, 3778, Cavalhada, 91740-000;3778
2367220;602,02;5;Av.. Rachel Wolfrid, 338, Morro Santana, 91260-240;338
2367343;409,94;5;Av.. Rachel Wolfrid, 330, Morro Santana, 91260-240;330
2377705;175,31;13;Av.. Otto Niemeyer, 2649, Cavalhada, 91910-200;2649
2383934;2.669,01;5;R.. Joao da Silva Bueno, 290, Morro Santana, 91260-020;290
2384680;445,76;9;R.. Lopo Goncalves, 682, Cidade Baixa, 90050-350;682
2405520;561,33;9;R.. Dr Aurelio py, 42, Medianeira, 90880-050;42
2405733;693,55;5;R.. Ovidio Chaves, 275, Sta Rosa Lima, 91170-380;275
2408880;551,04;6;R.. dos Andradas, 1258, Centro Historic, 90020-008;1258
2426862;1.294,21;3;Av.. Assis Brasil, 1379, Passo da Areia, 91010-005;1379
2430240;1.804,03;5;Av.. Martim Felix Berta, 440, Rubem Berta, 91250-200;440
2435314;589,24;15;Estr.. Costa Gama, 2933, Vila Nova, 91787-133;2933
2442116;290,04;5;Av.. Adelino Ferreira Jardim, 175, Rubem Berta, 91250-310;175
2442205;2.974,17;5;Av.. Adelino Ferreira Jardim, 295, Rubem Berta, 91250-310;295
2443228;565,86;5;Av.. Adelino Ferreira Jardim, 150, Rubem Berta, 91250-310;150
2459205;543,14;16;Av.. Juca Batista, 6017, Chapeu do sol, 91755-851;6017
2459663;1.326,17;16;Av.. do Lami, 4723, Boa Vista do su, 91782-492;4723
2461560;147,63;15;R.. Jose Alves de Castro, 485, Vila Nova, 91750-090;485
2490811;340,96;13;R.. Dr Pereira Neto, 1455, Camaqua, 91920-530;1455
2503859;148,04;12;R.. Upamaroti, 443, Cristal, 90820-140;443
2522640;5.259,43;4;Av.. Manoel Elias, 1261, Passo das Pedra, 91240-260;1261
2545152;3.591,05;5;R.. Alberto Rangel, 528, Rubem Berta, 91180-840;528
2547848;145,14;6;R.. Voluntarios da Patria, 170, Centro Historic, 90030-000;170
2548119;1.852,93;5;Av.. Dr Alberto Vianna Rosa, 184, Morro Santana, 91450-210;184
2564262;718,22;10;Estr.. Joao de Oliveira Remiao, 1296, Lomba Pinheiro, 91550-000;1296
2582163;192,75;5;R.. Um Vila Valneri Antunes, 329, Mario Quintana, 91270-770;329
2627701;456,98;1;R.. Augusto Severo, 183, Sao Joao, 90240-480;183
2627744;464,65;1;Av.. Para, 1217, Sao Geraldo, 90240-592;1217
2633442;1.072,61;1;R.. Ramiro Barcelos, 445, Floresta, 90035-004;445
2638282;1.450,23;16;Av.. Principal da Ponta Grossa, 1080, Ponta Grossa, 91780-806;1080
2641038;3.036,81;5;Av.. Mae Apolinaria Matias Batista, 80, Morro Santana, 91450-510;80
2654822;474,00;9;Mer.. Mercado do bom fim, 1, Farroupilha, 90040-150;1
2688743;715,45;11;Av.. Bento Goncalves, 5287, Vila sao Jose, 91540-000;5287
2745704;3.273,68;15;R.. Germano Bonow Filho, 96, Hipica, 91787-192;96
2747405;2.470,86;1;R.. Dona Margarida, 1234, Sao Joao, 90240-610;1234
2751984;809,11;10;Av.. Bento Goncalves, 6106, Partenon, 91540-000;6106
2752603;925,37;15;Estr.. Gedeon Leite, 1560, Hipica, 91787-770;1560
2761076;321,02;1;Av.. Ceara, 283, Navegantes, 90240-510;283
2768658;234,48;15;R.. Dr Antonio Mazzaferro Neto, 682, Hipica, 91787-196;682
2780550;260,58;15;Av.. Romeu Samarani Ferreira, 800, Vila Nova, 91750-740;800
2790904;962,21;4;Av.. Martim Felix Berta, 597, Jar Leopoldina, 91250-235;597
2792176;245,05;10;R.. Dr Salvador Franca, 250, Partenon, 90690-000;250
2797860;745,37;15;Estr.. Costa Gama, 5998, Restinga, 91788-610;5998
2798239;558,42;15;R.. Caetano Pedone, 129, Hipica, 91787-195;129
2805049;1.130,31;2;Av.. Baltazar de Oliveira Garcia, 1500, Sarandi, 91130-000;1500
2805960;1.273,77;4;Av.. Karl Iwers, 299, Jardim itu, 91220-320;299
2809290;638,01;7;Av.. Saturnino de Brito, 735, Vila Jardim, 91320-000;735
2812622;202,31;10;R.. Barao do Amazonas, 1473, Partenon, 90670-005;1473
2817403;408,10;15;R.. Atilio Supertti, 455, Vila Nova, 91750-200;455
2820978;261,38;15;R.. Dr Antonio Mazzaferro Neto, 375, Hipica, 91787-196;375
2828030;744,80;15;R.. Silvestre Sauter, 38, Hipica, 91787-217;38
2839458;126,38;14;Av.. Eduardo Prado, 1731, Ipanema, 91751-000;1731
2886243;2.290,03;14;Av.. Juca Batista, 1120, Ipanema, 91770-000;1120
2887282;186,40;12;R.. Marechal Mesquita, 726, Teresopolis, 91720-160;726
2891832;209,65;15;Estr.. Joao Antonio Silveira, 1833, Restinga, 91790-229;1833
2891905;219,75;14;Av.. Juca Batista, 494, Ipanema, 91770-000;494
2892588;520,01;8;R.. Eudoro Berlink, 955, Mont Serrat, 90450-030;955
2905957;205,42;9;R.. Tomaz Edison, 253, Santo Antonio, 90640-100;253
2922703;169,43;13;R.. Santa Flora, 1466, Cavalhada, 90830-410;1466
2938421;864,72;15;Av.. Juca Batista, 3782, Aberta dos Morr, 91755-000;3782
2944430;2.628,98;8;Av.. Cristovao Colombo, 2103, Moinhos Vento, 90560-005;2103
2951789;294,57;6;R.. Felipe Camarao, 334, Bom fim, 90035-140;334
2956454;2.721,41;6;R.. Quintino Bocaiuva, 834, Moinhos Vento, 90440-050;834
2957795;375,78;15;R.. Fulvio Bastos, 266, Hipica, 91787-202;266
2961946;1.047,91;10;R.. Nelson Zang, 285, Partenon, 91530-350;285
2978075;333,84;9;Av.. Joao Pessoa, 2301, Azenha, 90040-001;2301
2979420;1.161,36;11;Av.. Cel Aparicio Borges, 1778, Partenon, 90680-570;1778
3018229;2.113,77;4;Av.. Dez de Maio, 860, Passo das Pedra, 91230-580;860
3107876;546,61;13;R.. Jacob Edgar Horn, 58, Vila Nova, 91740-323;58
3144453;471,25;2;R.. Abaete, 867, Sarandi, 91130-490;867
3165221;885,94;9;Av.. Prof Oscar Pereira, 1313, Medianeira, 90640-070;1313
3168549;1.877,62;2;R.. Senhor do bom fim, 601, Sarandi, 91140-380;601
3178188;1.272,23;13;Estr.. Joao Vedana, 919, Cavalhada, 91740-140;919
3199550;1.610,02;9;Av.. Erico Verissimo, 1500, Azenha, 90160-180;1500
3202151;2.713,37;4;R.. Ten ary Tarrago, 2560, Jardim itu, 91225-001;2560
3243761;563,27;14;Estr.. Joao Salomoni, 600, Vila Nova, 91740-830;600
3253112;276,90;1;R.. Joao Inacio da Silveira i Marinheiros, 943, Arquipelago, 90090-;943
3267792;440,18;10;R.. Aurelio Porto, 245, Partenon, 90620-090;245
3276805;436,36;15;R.. Bernardo Tchernin, 4360, Restinga, 91790-180;4360
3307476;1.105,43;6;Av.. Maua, 1873, Centro Historic, 90030-080;1873
3320502;3.690,83;4;Av.. Cascais, 111, Passo das Pedra, 91230-210;111
3327655;7.584,93;13;R.. Santa Flora, 1377, Cavalhada, 90830-410;1377
3338290;134,63;2;R.. Jackson de Figueiredo, 443, Sarandi, 91120-380;443
3372227;342,93;1;Av.. Farrapos, 1969, Floresta, 90220-005;1969
3397521;895,10;14;R.. Henrique Anawate, 610, Guaruja, 91771-000;610
3407608;847,71;13;Trav.. Fortaleza, 32, Nonoai, 91720-500;32
3411044;304,67;12;Av.. Cai, 1161, Cristal, 90810-120;1161
3418634;6.359,76;1;R.. Frederico Mentz, 604, Farrapos, 90240-110;604
3434176;462,89;8;Av.. Soledade, 498, Petropolis, 90470-340;498
3438430;352,51;15;Av.. Edgar Pires de Castro, 1355, Hipica, 91787-235;1355
3440966;3.983,12;5;Av.. Bernardino Silveira de Amorim, 2201, Sta Rosa Lima, 91160-;2201
3442721;243,72;14;Av.. da Serraria, 1202, Guaruja, 91770-010;1202
3443574;167,68;5;Av.. Bernardino Silveira de Amorim, 2117, Sta Rosa Lima, 91160-;2117
3459136;1.057,44;6;R.. Padre Chagas, 293, Moinhos Vento, 90570-080;293
3478491;722,17;6;R.. Marechal Floriano Peixoto, 32, Centro Historic, 90020-060;32
3518957;2.861,68;15;Estr.. Joao Antonio Silveira, 2992, Restinga, 91791-550;2992
3518965;2.140,88;15;Estr.. Joao Antonio Silveira, 2992, Restinga, 91791-550;2992
3536335;565,72;10;Estr.. das Quirinas, 5820, 91787-730;5820
3553248;2.563,85;15;Estr.. Barro Vermelho, 799, Restinga, 91790-100;799
3554872;715,91;16;R.. A lot Jardim Floresta, 16, Extrema, 91040-516;16
3563030;588,12;15;Estr.. Joao Antonio Silveira, 2990, Restinga, 91791-550;2990
3570908;34,31;1;Rp.. Seiscentos Trinta Oito lot Oito Piec, 59, Farrapos, 90240-112;59
3578755;572,32;15;Av.. Juca Batista, 3336, Aberta dos Morr, 91755-000;3336
3598616;345,11;10;Av.. Bento Goncalves, 7231, Agronomia, 91540-000;7231
3627616;107,17;9;R.. Jose do Patrocinio, 296, Cidade Baixa, 90050-000;296
3651320;168,20;9;R.. Dr Malheiros, 235, Santo Antonio, 90640-050;235
3661474;1.023,58;14;R.. Atilio Supertti, 2195, Vila Nova, 91750-200;2195
3670805;35,27;9;Av.. Getulio Vargas, 1556, Menino Deus, 90150-004;1556
3686892;468,79;15;Av.. Edgar Pires de Castro, 2605, Hipica, 91786-299;2605
3701271;3.972,73;13;R.. Dr Campos Velho, 426, Cristal, 90820-000;426
3739082;2.187,46;6;Av.. Edvaldo Pereira Paiva, 91, Praia de Belas, 90110-060;91
3741443;1.165,04;8;R.. Prof Fitzgerald, 166, Petropolis, 90470-160;166
3765180;478,55;6;R.. dos Andradas, 1153, Centro Historic, 90020-015;1153
3768864;577,86;5;R.. Irmao Joao Baptista Camilotto, 326, Mario Quintana, 91253-074;326
3774350;520,80;2;Av.. Eng Francisco Rodolfo Simch, 207, Sarandi, 91130-210;207
3774864;287,54;16;R.. Tunel Verde, 122, Ponta Grossa, 91780-502;122
3778568;752,95;9;R.. Decio Martins Costa, 174, Cidade Baixa, 90050-300;174
3799883;2.811,40;5;R.. Gen Sady Cahen Fischer, 589, Costa e Silva, 91180-580;589
3806375;756,69;4;Av.. Baltazar de Oliveira Garcia, 3035, Jar Leopoldina, 91150-001;3035
3808572;2.113,59;5;R.. Fernando Camarano, 525, Rubem Berta, 91250-460;525
3834239;4.688,89;11;Av.. Outeiro, 155, Partenon, 91510-050;155
69906;4.167,38;1;R.. do Parque, 95, Floresta, 90230-200;95
70092;858,22;1;R.. do Parque, 219, Floresta, 90230-200;219
73610;779,05;1;Av.. Presidente Franklin Roosevelt, 548, Navegantes, 90230-001;548
77810;1.136,77;1;Av.. Sao Pedro, 611, Sao Geraldo, 90230-120;611
78891;27.477,42;1;Av.. Farrapos, 2350, Sao Geraldo, 90220-002;2350
89664;941,36;1;Av.. Sao Pedro, 1000, Sao Geraldo, 90230-123;1000
90867;659,32;1;Av.. Benjamin Constant, 1253, Sao Geraldo, 90550-004;1253
92410;2.576,96;1;Av.. Sao Pedro, 1227, Sao Geraldo, 90230-122;1227
98612;887,83;1;Av.. Benjamin Constant, 1791, Floresta, 90550-005;1791
102555;454,86;1;R.. Cancio Gomes, 165, Floresta, 90220-060;165
115681;515,88;1;R.. Garibaldi, 451, Floresta, 90035-050;451
118052;1.873,17;1;R.. da Conceicao, 352, Floresta, 90030-030;352
118095;8.363,73;1;Av.. Farrapos, 45, Floresta, 90220-004;45
122181;711,46;1;R.. Pelotas, 450, Floresta, 90220-110;450
141020;26.287,06;2;Av.. das Industrias, 990, Anchieta, 90200-290;990
199370;275,10;2;Av.. dos Gauchos, 1422, Sarandi, 91120-000;1422
207527;41.626,16;2;Av.. Assis Brasil, 6846, Sarandi, 91140-000;6846
245828;3.947,92;2;Av.. Assis Brasil, 6195, Sarandi, 91110-001;6195
257664;377,79;2;R.. Zeferino Dias, 233, Sarandi, 91130-480;233
261181;4.287,82;2;R.. Dona Alzira, 15, Sarandi, 91110-010;15
267643;2.731,56;2;R.. Dom Jaime de Barros Camara, 165, Sarandi, 91130-160;165
270008;1.103,30;3;R.. Costa Rica, 171, Jardim Lindoia, 91050-210;171
367281;1.647,28;3;Av.. Plinio Brasil Milano, 2278, Passo da Areia, 90520-001;2278
443190;2.285,54;4;Av.. Alexandre Luiz, 539, Passo das Pedra, 91225-090;539
456594;2.237,64;4;R.. Itapema, 132, Vila Jardim, 91320-090;132
536148;538,16;5;R.. Heitor Souto, 214, Sta Rosa Lima, 91160-450;214
539350;2.267,23;5;R.. Didia Jardim Pinto, 23, Sta Rosa Lima, 91160-330;23
551007;830,34;5;R.. Santa Rosa de Lima, 384, Rubem Berta, 91170-590;384
589365;1.159,23;5;Av.. Martim Felix Berta, 540, Rubem Berta, 91250-200;540
591475;524,72;5;Av.. Martim Felix Berta, 1414, Mario Quintana, 91260-434;1414
654531;4.314,33;6;Av.. Julio de Castilhos, 121, Centro Historic, 90030-131;121
673552;454,50;6;R.. dos Andradas, 685, Centro Historic, 90020-003;685
703214;878,17;6;R.. Dr Vale, 153, Moinhos Vento, 90560-010;153
706094;373,67;6;R.. Vinte Quatro de Outubro, 684, Moinhos Vento, 90510-000;684
707112;5.073,55;6;R.. Padre Chagas, 83, Moinhos Vento, 90570-080;83
726931;1.659,16;6;R.. Vasco da Gama, 514, Rio Branco, 90420-110;514
741019;895,24;6;R.. Gen Joao Telles, 522, Bom fim, 90035-120;522
758043;243,01;7;R.. Des Espiridiao l Medeiros, 40, Tres Figueiras, 91330-020;40
788414;734,00;7;R.. Barao de Bage, 68, Vila Jardim, 91330-570;68
821390;858,91;7;R.. Santa Izabel, 270, Bom Jesus, 91420-690;270
897973;9.123,05;8;R.. Tito Livio Zambecari, 805, Mont Serrat, 90450-231;805
898791;221,70;8;Av.. Cel Lucas de Oliveira, 1190, Bela Vista, 90440-010;1190
933830;1.000,81;8;R.. Carazinho, 46, Petropolis, 90460-190;46
936316;953,30;8;R.. Dona Eugenia, 1110, Petropolis, 90630-150;1110
960527;800,53;8;R.. Felizardo Furtado, 486, Jardim Botanico, 90670-090;486
960780;1.341,47;8;Trav.. Serafim Terra, 66, Jardim Botanico, 90690-280;66
968811;682,23;8;R.. Dr Salvador Franca, 1253, Jardim Botanico, 90690-000;1253
975796;849,15;9;R.. Santana, 495, Santana, 90040-373;495
976032;390,19;9;R.. Laurindo, 20, Santana, 90040-140;20
1018485;682,19;9;R.. Luiz Afonso, 565, Cidade Baixa, 90050-310;565
1027174;4.877,66;9;R.. Olavo Bilac, 251, Azenha, 90040-310;251
1028472;811,41;9;Av.. Joao Pessoa, 1373, Azenha, 90040-001;1373
1048074;1.559,39;9;R.. Gen Caldwell, 702, Menino Deus, 90130-050;702
1100840;838,71;9;R.. Antenor Lemos, 32, Menino Deus, 90850-100;32
1118269;842,15;9;Av.. Gen Gomes Carneiro, 503, Medianeira, 90870-310;503
1129996;628,38;10;Av.. Ipiranga, 4949, Partenon, 90610-001;4949
1133667;806,34;10;R.. Nelson Duarte Brochado, 234, Partenon, 90610-090;234
1136917;762,72;10;Av.. Ceres, 160, Partenon, 91530-030;160
1249150;2.534,58;10;Estr.. Joao de Oliveira Remiao, 5739, Lomba Pinheiro, 91560-000;5739
1370103;620,75;12;Av.. Cel Aparicio Borges, 100, Teresopolis, 90680-570;100
1375067;85.730,61;12;Av.. Eng Ludolfo Boehl, 388, Teresopolis, 91720-150;388
1396820;129.237,95;12;R.. Hipolito da Costa, 3, Santa Tereza, 90840-110;3
1439090;569,18;13;Pca.. Guia Lopes, 87, Teresopolis, 90840-330;87
1445529;125,98;13;R.. Curupaiti, 925, Cristal, 90820-090;925
1460838;153,57;13;R.. Octavio de Souza, 1230, Nonoai, 90840-350;1230
1498665;575,89;13;Av.. Icarai, 1582, Cristal, 90810-000;1582
1511033;1.285,68;13;R.. Camaqua, 199, Camaqua, 91910-630;199
1542060;176,37;13;R.. Gen Rondon, 788, Tristeza, 91900-121;788
1553860;991,11;13;Av.. Otto Niemeyer, 2419, Camaqua, 91910-180;2419
1626329;640,59;14;R.. Homero Prates, 15, Jardim Isabel, 91760-390;15
1652494;24.856,57;15;Av.. Belem Velho, 4000, Vila Nova, 91740-810;4000
1664930;3.067,32;14;Av.. Juca Batista, 220, Ipanema, 91770-000;220
1665634;2.579,01;14;R.. Aristides Joaquim do Nascimento, 10, Vila Nova, 91750-550;10
1684973;1.962,56;15;Estr.. das Tres Meninas, 279, Vila Nova, 91787-400;279
1742108;767,55;15;Estr.. Cristiano Kraemer, 5050, Campo Novo, 91750-060;5050
1752936;1.031,45;16;Av.. Celestino Bertolucci, 185, Aberta dos Morr, 91755-020;185
1760866;2.048,66;15;R.. do Schneider, 130, Hipica, 91787-190;130
1779265;1.201,50;15;R.. Silvio r Sirangelo, 155, Restinga, 91790-030;155
1779273;352,09;15;R.. Silvio r Sirangelo, 154, Restinga, 91790-030;154
1793632;24.930,00;15;R.. Clara Nunes, 4589, Restinga, 91790-270;4589
2073900;423,72;2;R.. Dona Alzira, 309, Sarandi, 91110-010;309
2100940;538,16;4;Av.. Baltazar de Oliveira Garcia, 3193, Jar Leopoldina, 91150-001;3193
2124890;1.299,73;15;Estr.. Cristiano Kraemer, 105, Vila Nova, 91750-060;105
2198096;1.608,62;11;Av.. Bento Goncalves, 3025, Partenon, 90650-003;3025
2262070;2.041,17;13;R.. Dr Pereira Neto, 2430, Cavalhada, 91920-530;2430
2452219;445,39;9;R.. da Republica, 50, Cidade Baixa, 90050-320;50
2517426;522,28;2;Av.. Assis Brasil, 4711, Sarandi, 91110-001;4711
2523957;3.574,76;15;Ac.. M Condominio Vila Nova, 21, Vila Nova, 91750-731;21
2534142;2.496,72;4;Av.. Saturnino de Brito, 1594, Vila Jardim, 91320-001;1594
2551446;2.399,28;6;Av.. Osvaldo Aranha, 1102, Bom fim, 90035-191;1102
2576325;3.784,32;15;Estr.. Cristiano Kraemer, 1854, Campo Novo, 91750-060;1854
2601877;402,16;15;Av.. Rodrigues da Fonseca, 1510, Vila Nova, 91740-800;1510
2612410;356,73;13;R.. Angelo Barboza, 264, Cavalhada, 91740-310;264
2640120;557,75;14;Av.. Guaiba, 10748, Ipanema, 91760-740;10748
2750988;2.586,75;16;R.. Tunel Verde, 770, Ponta Grossa, 91780-502;770
2804336;341,17;2;Av.. Ecoville, 109, Sarandi, 91150-400;109
2811430;6.023,10;3;Av.. Joao Wallig, 109, Passo da Areia, 91340-000;109
2896443;4.733,22;13;Av.. Nonoai, 216, Nonoai, 91720-000;216
2943573;1.953,27;14;Av.. da Serraria, 1329, Guaruja, 91770-010;1329
2989158;938,13;2;R.. Eng Joao Luderitz, 454, Sarandi, 91130-050;454
3000028;9.901,55;4;R.. Vereador Terezio Meireles, 15, Jar Leopoldina, 91240-390;15
3047849;839,91;16;R.. Luiz Vieira Bernardes, 72, Lami, 91787-630;72
3246043;224,16;6;R.. dos Andradas, 820, Centro Historic, 90020-004;820
3254577;1.252,98;10;R.. Euclydes da Cunha, 431, Partenon, 90620-220;431
3309428;8.188,90;16;Bc.. da Vitoria, 82, Boa Vista do su, 91787-220;82
3315053;1.212,54;4;R.. Ten ary Tarrago, 2065, Passo das Pedra, 91225-001;2065
3339610;1.395,95;16;Estr.. Otaviano Jose Pinto, 1587, Lami, 91787-660;1587
3395030;1.777,94;7;Av.. Protasio Alves, 4880, Chacara Pedras, 91310-000;4880
3410374;1.957,12;15;Estr.. Jorge Pereira Nunes, 1413, Campo Novo, 91787-590;1413
3431673;1.590,98;13;Av.. da Cavalhada, 1840, Cavalhada, 91740-000;1840
3441288;1.282,44;15;R.. Dr Antonio Mazzaferro Neto, 7, Hipica, 91787-196;7
3461149;1.395,04;14;Av.. da Serraria, 1810, Guaruja, 91770-010;1810
3525139;2.034,18;15;Ac.. A sq Cinco Terceira uv vl n Restinga, 3502, Restinga, 91793-;3502
3598713;1.301,59;13;R.. Cel Claudino, 366, Cristal, 91910-670;366
3626792;219,06;8;Av.. Senador Tarso Dutra, 1105, Petropolis, 90690-140;1105
3694879;431,16;14;R.. Romeu de Vasconcellos Rosa, 61, Cavalhada, 91751-370;61
3743675;2.183,20;4;R.. Alberto Silva, 209, Cristo Redentor, 91370-000;209
3745422;2.737,59;15;Av.. Monte Cristo, 431, Vila Nova, 91750-000;431
3747077;660,23;13;R.. Cel Timoteo, 5, Cavalhada, 91910-680;5
3781003;422,59;3;R.. Acores, 106, Passo da Areia, 91030-340;106
